sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;industria;fabrica de;doce_de_octubre_no.1;2;6.0;27/09/2017;7300000.0;microempresarial
femenino;comercio;tienda;manrique_central_no._1;2;4.0;24/09/2018;2000000.0;microempresarial
femenino;comercio;charcuteria;tejelo;3;5.0;2/05/2018;7800000.0;microempresarial
masculino;servicio;mantenimiento en;castilla;3;5.0;25/10/2018;7800000.0;microempresarial
femenino;servicio;peluqueria;carpinelo;1;1.0;29/05/2018;1000000.0;microempresarial
femenino;industria;comidas rapidas;manrique_central_no._1;1;4.0;16/08/2016;2000000.0;microempresarial
femenino;servicio;peluqueria;boston;3;10.0;10/09/2018;7800000.0;microempresarial
masculino;industria;joyeria;aranjuez;3;4.0;17/03/2016;3000000.0;microempresarial
femenino;comercio;almacen de ropa en;manrique_central_no._1;2;4.0;14/02/2017;6000000.0;microempresarial
masculino;comercio;variedades;la_floresta;3;12.0;6/06/2018;7800000.0;microempresarial
masculino;servicio;barberia;centro_admtivo;2;10.0;6/05/2019;3000000.0;microempresarial
masculino;comercio;drogueria;pajarito;2;7.0;29/06/2017;7300000.0;microempresarial
femenino;comercio;tienda;la_libertad;2;8.0;31/10/2018;7000000.0;microempresarial
masculino;comercio;carpinteria;toscana;2;5.0;1/11/2017;7300000.0;microempresarial
femenino;industria;fabrica de;belen;2;16.0;14/08/2017;7300000.0;microempresarial
masculino;comercio;joyeria;san_javier_no.1;2;13.0;21/11/2017;7377000.0;microempresarial
femenino;comercio;tienda;la_salle;2;3.0;11/06/2019;8000000.0;microempresarial
masculino;industria;fabrica de calzado;calasanz;2;12.0;17/10/2017;7377000.0;microempresarial
femenino;comercio;charcuteria;moravia;2;4.0;18/11/2016;2000000.0;microempresarial
masculino;servicio;lavadero de;cabecera_san_cristobal;2;60.0;1/08/2018;3000000.0;microempresarial
femenino;servicio;peluqueria;popular;2;14.0;22/05/2019;7000000.0;microempresarial
masculino;comercio;papeleria;pedregal;3;6.0;14/08/2017;6000000.0;microempresarial
femenino;industria;fabrica de;barrio_caicedo;1;9.0;8/04/2019;4500000.0;microempresarial
femenino;servicio;peluqueria;manrique_central_no._1;1;4.0;26/02/2019;7500000.0;microempresarial
masculino;comercio;comidas rapidas;vrda._san_cristobal_;2;60.0;20/02/2016;6890000.0;microempresarial
femenino;industria;fabrica de;buenos_aires;2;9.0;3/04/2019;6000000.0;microempresarial
femenino;comercio;taller de mecanica;barrio_caicedo;2;9.0;4/05/2018;6000000.0;microempresarial
masculino;industria;fabrica de;santa_cruz;1;2.0;28/06/2019;7500000.0;microempresarial
femenino;servicio;peluqueria;la_floresta;3;12.0;20/06/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en;campo_valdes_no._1;1;4.0;13/07/2017;4000000.0;microempresarial
masculino;servicio;servicios;san_javier_no.1;3;13.0;27/06/2018;7800000.0;microempresarial
femenino;comercio;variedades;manrique_central_no._1;3;4.0;25/08/2017;7370000.0;microempresarial
femenino;servicio;restaurante;robledo;2;7.0;26/08/2016;6890000.0;microempresarial
femenino;comercio;comidas rapidas;robledo;3;7.0;18/06/2019;8281160.0;microempresarial
femenino;comercio;comidas rapidas;nuevos_conquistadores;1;13.0;18/04/2017;1500000.0;microempresarial
femenino;industria;fabrica de;santo_domingo_savio_;1;1.0;20/09/2018;4000000.0;microempresarial
femenino;industria;fabrica de;buenos_aires;3;9.0;1/09/2017;7377000.0;microempresarial
femenino;comercio;productos de belleza;la_isla;2;2.0;31/10/2018;7000000.0;microempresarial
femenino;comercio;variedades;el_compromiso;1;1.0;3/04/2018;7800000.0;microempresarial
masculino;comercio;granero;picacho;1;6.0;22/11/2018;7800000.0;microempresarial
femenino;comercio;variedades;buenos_aires;3;9.0;29/11/2017;4000000.0;microempresarial
femenino;comercio;tienda;villa_hermosa;2;8.0;2/05/2018;6000000.0;microempresarial
masculino;comercio;tienda;santo_domingo_savio_;1;3.0;9/11/2018;7600000.0;microempresarial
masculino;comercio;restaurante;robledo;3;7.0;27/06/2017;7000000.0;microempresarial
femenino;industria;fabrica de;campo_valdes_no._1;3;4.0;6/03/2018;2000000.0;microempresarial
femenino;industria;fabrica de;santo_domingo_savio_;1;1.0;19/08/2016;3000000.0;microempresarial
femenino;servicio;variedades;san_javier_no.1;3;13.0;6/12/2018;7500000.0;microempresarial
femenino;servicio;billares;granizal;1;1.0;13/07/2018;6000000.0;microempresarial
masculino;comercio;fabrica de;robledo;2;7.0;19/02/2018;3000000.0;microempresarial
masculino;servicio;comidas rapidas;el_salvador;3;9.0;10/10/2016;4000000.0;microempresarial
femenino;comercio;variedades;barrio_caicedo;2;9.0;14/06/2017;6500000.0;microempresarial
femenino;industria;fabrica de;manrique_central_no._1;1;4.0;4/11/2016;6890000.0;microempresarial
masculino;comercio;variedades;centro_admtivo;3;10.0;7/11/2017;2000000.0;microempresarial
masculino;comercio;variedades;popular;2;1.0;18/07/2018;7800000.0;microempresarial
femenino;servicio;mantenimiento en;castilla;3;5.0;22/05/2018;7860000.0;microempresarial
femenino;comercio;variedades;carpinelo;2;1.0;27/03/2017;7000000.0;microempresarial
femenino;industria;miscelanea;pedregal;3;6.0;30/08/2016;3000000.0;microempresarial
femenino;servicio;peluqueria;altavista;3;16.0;28/03/2017;7370000.0;microempresarial
femenino;comercio;variedades;barrio_caicedo;2;9.0;31/05/2018;7000000.0;microempresarial
femenino;comercio;comidas rapidas;robledo;3;7.0;14/09/2018;7000000.0;microempresarial
femenino;industria;fabrica de;calasanz;1;12.0;29/08/2017;6000000.0;microempresarial
femenino;comercio;tienda;campo_valdes_no._1;3;4.0;27/05/2016;6890000.0;microempresarial
femenino;comercio;restaurante;la_loma;1;60.0;14/02/2019;4000000.0;microempresarial
femenino;comercio;cafeteria;manrique_central_no._1;2;4.0;9/02/2018;7000000.0;microempresarial
masculino;comercio;comidas rapidas;manrique_oriental;2;3.0;31/05/2019;8200000.0;microempresarial
femenino;industria;fabrica de;buenos_aires;2;9.0;22/05/2018;5000000.0;juridica y cap.semilla
masculino;servicio;panaderia;belen;3;16.0;22/02/2018;7000000.0;microempresarial
femenino;servicio;productos de belleza;santa_cruz;2;2.0;13/04/2018;7800000.0;microempresarial
masculino;comercio;legumbreria;el_socorro;1;13.0;18/04/2018;1000000.0;microempresarial
masculino;industria;restaurante;la_floresta;3;12.0;15/02/2018;5000000.0;microempresarial
femenino;industria;fabrica de;picacho;2;6.0;21/11/2017;4000000.0;microempresarial
femenino;servicio;peluqueria;buenos_aires;2;9.0;24/10/2017;7300000.0;microempresarial
masculino;comercio;fabrica de;tricentenario;3;5.0;3/08/2018;7800000.0;microempresarial
masculino;comercio;variedades;la_floresta;3;12.0;23/08/2017;6000000.0;microempresarial
femenino;industria;venta de lacteos;enciso;2;8.0;18/03/2019;7000000.0;microempresarial
femenino;servicio;peluqueria;barrio_caicedo;2;9.0;24/04/2018;7000000.0;microempresarial
femenino;industria;fabrica de;guayabal;3;15.0;8/06/2016;6890000.0;microempresarial
masculino;comercio;ebanistaria;la_loma;2;60.0;11/08/2017;5000000.0;microempresarial
femenino;servicio;peluqueria;la_milagrosa;3;9.0;17/02/2017;5000000.0;microempresarial
masculino;comercio;tienda;buenos_aires;1;9.0;5/10/2017;4400000.0;microempresarial
femenino;comercio;productos de belleza;manrique_central_no._1;2;4.0;5/06/2019;5250000.0;microempresarial
femenino;industria;fabrica de calzado;robledo;2;7.0;23/03/2018;7800000.0;microempresarial
femenino;comercio;cafeteria;castilla;2;5.0;24/10/2017;6000000.0;microempresarial
femenino;industria;fabrica de;popular;1;1.0;9/04/2019;8000000.0;microempresarial
femenino;industria;fabrica de;oleoducto;2;5.0;1/02/2018;4000000.0;microempresarial
femenino;comercio;panaderia;santa_cruz;2;2.0;5/06/2017;7377000.0;microempresarial
femenino;comercio;comidas rapidas;cabecera_san_cristobal;1;60.0;11/01/2017;1000000.0;microempresarial
femenino;servicio;servicios;san_javier_no.1;1;13.0;11/05/2018;7800000.0;microempresarial
masculino;comercio;tienda;cabecera_san_antonio_;1;80.0;6/04/2018;7800000.0;microempresarial
femenino;comercio;fabrica de alimentos;santo_domingo_savio_;2;1.0;24/04/2019;8000000.0;microempresarial
masculino;servicio;mantenimiento en;tejelo;3;2.0;17/12/2018;6750000.0;microempresarial
femenino;servicio;peluqueria;kennedy;3;6.0;3/07/2018;7000000.0;microempresarial
femenino;comercio;tienda;la_floresta;1;12.0;7/06/2016;5000000.0;microempresarial
femenino;comercio;tienda;la_loma;3;60.0;28/02/2018;7800000.0;microempresarial
masculino;comercio;variedades;robledo;3;7.0;19/04/2017;7300000.0;microempresarial
femenino;comercio;almacen de ropa en;los_cerros_el_vergel;2;9.0;6/02/2017;7370000.0;microempresarial
femenino;comercio;distribuidora de;castilla;3;5.0;21/03/2018;7800000.0;microempresarial
masculino;comercio;tienda;belencito;3;13.0;10/11/2016;4000000.0;microempresarial
femenino;comercio;comidas rapidas;buenos_aires;3;9.0;21/06/2017;7300000.0;microempresarial
masculino;servicio;peluqueria;pedregal;3;6.0;30/06/2017;7000000.0;microempresarial
femenino;comercio;cafe e internet;enciso;3;8.0;23/09/2016;6890000.0;microempresarial
femenino;comercio;comidas rapidas;villa_hermosa;3;8.0;11/05/2018;6000000.0;microempresarial
femenino;comercio;comidas rapidas;popular;2;1.0;26/07/2017;3000000.0;microempresarial
femenino;servicio;fabrica de;robledo;3;7.0;13/04/2018;7800000.0;microempresarial
femenino;comercio;tienda;santo_domingo_savio_;1;1.0;23/02/2017;7300000.0;microempresarial
femenino;comercio;almacen de ropa en;20_de_julio;2;13.0;21/08/2018;3000000.0;microempresarial
femenino;industria;fabrica de productos;loreto;3;9.0;22/08/2018;7812000.0;microempresarial
masculino;servicio;mantenimiento en;santo_domingo_savio_;1;1.0;23/05/2018;6500000.0;microempresarial
femenino;industria;variedades;castilla;3;5.0;21/06/2017;7377000.0;microempresarial
masculino;comercio;variedades;san_javier_no.1;1;13.0;3/07/2018;7000000.0;microempresarial
masculino;industria;fabrica de;guayabal;3;15.0;12/05/2016;6890000.0;microempresarial
masculino;comercio;publicidad y;buenos_aires;2;9.0;23/06/2017;7000000.0;microempresarial
masculino;servicio;recreativo educativo;13_de_noviembre;1;8.0;3/05/2018;5000000.0;microempresarial
femenino;comercio;tienda;popular;1;1.0;18/10/2018;7800000.0;microempresarial
masculino;comercio;tienda;santo_domingo_savio_;1;1.0;5/03/2018;7500000.0;microempresarial
masculino;comercio;comidas rapidas;campo_valdes_no._1;2;4.0;19/10/2016;3000000.0;microempresarial
masculino;comercio;granero;jardin_botanico;2;4.0;29/11/2016;1000000.0;microempresarial
masculino;comercio;fabrica de calzado;robledo;3;7.0;29/08/2018;7800000.0;microempresarial
femenino;comercio;variedades;versalles_no._1;2;3.0;28/03/2017;5000000.0;microempresarial
femenino;comercio;tienda;villatina;1;8.0;30/04/2018;7800000.0;microempresarial
femenino;comercio;variedades;santa_cruz;2;2.0;25/01/2018;5000000.0;microempresarial
masculino;comercio;variedades;robledo;2;7.0;11/12/2018;7800000.0;microempresarial
masculino;servicio;fabrica de;manrique_central_no._1;1;4.0;30/10/2017;7000000.0;microempresarial
femenino;servicio;peluqueria;robledo;3;7.0;19/05/2017;7000000.0;microempresarial
femenino;comercio;papeleria;doce_de_octubre_no.1;2;6.0;6/10/2016;2000000.0;microempresarial
femenino;comercio;productos de belleza;castilla;3;5.0;14/06/2019;7500000.0;microempresarial
femenino;industria;fabrica de;la_milagrosa;3;9.0;5/06/2017;1000000.0;microempresarial
masculino;comercio;comidas rapidas;castilla;3;5.0;14/11/2018;6500000.0;microempresarial
femenino;servicio;papeleria;la_sierra;2;8.0;3/05/2019;5250000.0;microempresarial
femenino;industria;fabrica de;belencito;2;13.0;30/03/2017;7000000.0;microempresarial
femenino;industria;fabrica de;manrique_oriental;2;3.0;1/09/2016;6890000.0;microempresarial
femenino;servicio;tienda de helados;cabecera_san_antonio_;3;80.0;2/11/2017;2500000.0;microempresarial
femenino;comercio;tienda;cabecera_san_cristobal;1;60.0;7/06/2018;7800000.0;microempresarial
femenino;servicio;distribuidora de;santa_cruz;2;2.0;28/10/2016;6000000.0;microempresarial
femenino;comercio;venta de calzado;popular;2;13.0;3/05/2017;6300000.0;microempresarial
femenino;comercio;restaurante;belen;2;16.0;25/01/2017;7377000.0;microempresarial
masculino;servicio;mensajeria;castilla;3;5.0;23/01/2017;7370000.0;microempresarial
femenino;servicio;miscelanea;buenos_aires;1;9.0;22/12/2016;6890000.0;microempresarial
femenino;comercio;distribuidora de;calasanz;3;12.0;17/05/2018;1000000.0;microempresarial
masculino;comercio;papeleria;buenos_aires;1;9.0;16/08/2017;6000000.0;microempresarial
femenino;comercio;variedades;robledo;2;7.0;2/10/2017;3000000.0;microempresarial
femenino;industria;fabrica de;pedregal;3;6.0;5/04/2017;7300000.0;microempresarial
masculino;servicio;productos de belleza;guayabal;3;15.0;28/10/2016;4615000.0;microempresarial
masculino;industria;fabrica de;popular;1;1.0;15/05/2018;7812000.0;microempresarial
masculino;industria;fabrica de;manrique_central_no._2;2;3.0;21/06/2018;6000000.0;microempresarial
femenino;comercio;variedades;buenos_aires;3;9.0;18/01/2019;8200000.0;microempresarial
masculino;servicio;organización y;barrio_caicedo;1;9.0;11/10/2018;7000000.0;microempresarial
femenino;industria;fabrica de;buenos_aires;3;9.0;21/06/2018;4000000.0;microempresarial
femenino;comercio;comidas rapidas;buenos_aires;3;9.0;6/01/2017;6000000.0;microempresarial
masculino;comercio;tienda;buenos_aires;2;9.0;28/06/2019;1500000.0;microempresarial
femenino;servicio;peluqueria;pedregal;3;6.0;6/09/2017;7300000.0;microempresarial
femenino;industria;fabrica de;campo_valdes_no._1;2;4.0;25/10/2017;6000000.0;microempresarial
masculino;servicio;mantenimiento en;loreto;3;9.0;12/02/2018;4200000.0;microempresarial
masculino;industria;fabrica de;loreto;3;9.0;30/01/2017;7377000.0;microempresarial
femenino;comercio;fotografia;popular;2;1.0;15/02/2018;7300000.0;microempresarial
masculino;comercio;tienda;robledo;1;7.0;31/10/2016;6000000.0;microempresarial
masculino;comercio;comidas rapidas;la_milagrosa;2;9.0;11/10/2017;4000000.0;microempresarial
femenino;comercio;tienda;enciso;2;8.0;1/08/2018;4000000.0;microempresarial
masculino;servicio;barberia;barrio_caicedo;2;9.0;15/11/2018;7800000.0;microempresarial
masculino;comercio;carniceria;robledo;2;7.0;7/03/2018;7500000.0;microempresarial
femenino;servicio;recreativo educativo;aranjuez;2;4.0;12/09/2017;7300000.0;microempresarial
femenino;industria;fabrica de;castilla;3;5.0;30/09/2016;6890000.0;microempresarial
femenino;comercio;variedades;buenos_aires;3;9.0;29/03/2016;6890000.0;microempresarial
femenino;comercio;variedades;castilla;3;5.0;11/08/2017;2000000.0;microempresarial
femenino;servicio;venta de lacteos;buenos_aires;1;9.0;27/10/2017;7000000.0;microempresarial
femenino;comercio;almacen de ropa en;granizal;2;1.0;28/03/2019;8200000.0;microempresarial
masculino;servicio;mantenimiento en;santa_cruz;2;2.0;16/07/2018;7800000.0;microempresarial
femenino;comercio;bares;castilla;3;5.0;27/07/2018;7800000.0;microempresarial
masculino;comercio;legumbreria;moravia;2;4.0;3/08/2016;6890000.0;microempresarial
femenino;industria;fabrica de;belencito;2;13.0;12/12/2017;3000000.0;microempresarial
femenino;industria;fabrica de;santo_domingo_savio_;2;1.0;3/07/2018;800000.0;microempresarial
femenino;comercio;panaderia;granizal;2;1.0;30/05/2018;4000000.0;microempresarial
femenino;industria;fabrica de;buenos_aires;2;9.0;22/09/2017;4000000.0;microempresarial
masculino;comercio;restaurante;barrio_caicedo;2;9.0;26/02/2018;7800000.0;microempresarial
masculino;comercio;variedades;lopez_de_mesa;3;7.0;16/03/2017;7300000.0;microempresarial
femenino;servicio;comidas rapidas;cabecera_san_cristobal;2;60.0;28/09/2016;6000000.0;microempresarial
masculino;comercio;reciclaje;san_jose_de_la_cima_no._;2;3.0;22/05/2018;1500000.0;microempresarial
masculino;comercio;granero;santo_domingo_savio_;3;1.0;20/11/2018;7800000.0;microempresarial
masculino;comercio;variedades;barrio_caicedo;1;9.0;17/05/2018;4000000.0;microempresarial
femenino;industria;fabrica de;robledo;3;7.0;17/10/2017;7300000.0;microempresarial
femenino;comercio;almacen de ropa en;castilla;3;5.0;2/12/2016;6890000.0;microempresarial
masculino;industria;fabrica de productos;el_salvador;2;9.0;16/01/2018;7000000.0;microempresarial
femenino;industria;carpinteria;cabecera_san_antonio_;3;80.0;19/07/2017;7000000.0;microempresarial
femenino;comercio;bares;manrique_central_no._1;3;4.0;13/08/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;belencito;2;13.0;29/12/2016;6000000.0;microempresarial
masculino;comercio;variedades;manrique_central_no._1;1;4.0;24/09/2018;4500000.0;microempresarial
femenino;servicio;tienda;enciso;2;8.0;26/08/2016;5000000.0;microempresarial
masculino;comercio;almacen de ropa en;barrio_caicedo;2;9.0;25/10/2018;5000000.0;microempresarial
femenino;comercio;mantenimiento en;tricentenario;3;13.0;30/04/2019;8281000.0;microempresarial
femenino;comercio;almacen de ropa en;florencia;3;5.0;7/04/2017;6000000.0;microempresarial
femenino;comercio;variedades;guayabal;2;15.0;28/08/2017;7000000.0;microempresarial
femenino;comercio;productos de belleza;pedregal_alto;3;60.0;24/10/2017;6500000.0;microempresarial
femenino;industria;fabrica de;buenos_aires;3;9.0;16/02/2017;6000000.0;microempresarial
femenino;comercio;legumbreria;lopez_de_mesa;3;7.0;1/02/2018;3000000.0;microempresarial
femenino;comercio;tienda;santo_domingo_savio_;2;1.0;28/05/2018;2800000.0;microempresarial
masculino;comercio;organización y;manrique_central_no._1;2;4.0;5/10/2016;3000000.0;microempresarial
masculino;comercio;criadero de animales;palmitas;2;50.0;23/04/2018;4000000.0;microempresarial
masculino;servicio;barberia;belen;2;16.0;21/12/2016;6800000.0;microempresarial
femenino;servicio;comidas rapidas;villa_hermosa;3;8.0;9/03/2016;6500000.0;microempresarial
femenino;comercio;restaurante;la_frontera;2;2.0;1/12/2016;6890000.0;microempresarial
masculino;comercio;almacen de ropa en;san_pablo;2;1.0;8/03/2017;7000000.0;microempresarial
femenino;comercio;panaderia;enciso;2;8.0;7/05/2018;7500000.0;microempresarial
masculino;comercio;variedades;carpinelo;1;1.0;18/10/2018;7000000.0;microempresarial
femenino;servicio;mantenimiento en;belen;3;16.0;18/01/2016;680000.0;microempresarial
femenino;servicio;reciclaje;robledo;3;7.0;15/11/2017;7300000.0;microempresarial
femenino;comercio;comidas rapidas;campo_valdes_no._1;3;4.0;9/05/2017;7377000.0;microempresarial
femenino;industria;fabrica de;san_javier_no.1;1;13.0;20/02/2018;6500000.0;microempresarial
femenino;industria;fabrica de alimentos;aranjuez;3;4.0;23/09/2016;28267614.0;empresarial ed.
femenino;comercio;venta de;villa_del_socorro;2;2.0;11/05/2017;5000000.0;microempresarial
femenino;comercio;tienda;aures_no._2;2;7.0;15/03/2017;7300000.0;microempresarial
femenino;industria;fabrica de;el_triunfo;1;6.0;22/06/2017;7300000.0;microempresarial
masculino;servicio;barberia;cabecera_san_antonio_;2;80.0;6/06/2019;3500000.0;microempresarial
femenino;industria;fabrica de;villa_hermosa;2;8.0;5/09/2017;7300000.0;microempresarial
femenino;comercio;comidas rapidas;robledo;2;7.0;12/02/2018;1000000.0;microempresarial
femenino;comercio;papeleria;robledo;2;7.0;11/10/2016;4000000.0;microempresarial
masculino;comercio;fabrica de;barrio_caicedo;2;9.0;1/06/2018;4000000.0;microempresarial
masculino;comercio;variedades;robledo;2;7.0;17/05/2018;7000000.0;microempresarial
masculino;comercio;variedades;aranjuez;2;4.0;14/06/2017;6000000.0;microempresarial
femenino;comercio;variedades;santa_cruz;2;1.0;25/06/2019;7200000.0;microempresarial
femenino;industria;fabrica de;manrique_oriental;2;3.0;24/10/2018;1000000.0;microempresarial
masculino;comercio;fabrica de muebles;kennedy;2;6.0;3/04/2018;6000000.0;microempresarial
masculino;comercio;tienda;robledo;2;7.0;26/12/2017;73000000.0;microempresarial
femenino;industria;fabrica de;tejelo;3;5.0;25/10/2017;6000000.0;microempresarial
masculino;servicio;tienda;girardot;3;5.0;28/04/2017;1200000.0;microempresarial
masculino;servicio;comidas rapidas;manrique_central_no._1;3;4.0;26/07/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;villa_hermosa;3;8.0;11/07/2017;4000000.0;microempresarial
femenino;industria;fabrica de;manrique_central_no._2;2;3.0;17/08/2018;5000000.0;microempresarial
masculino;comercio;comidas rapidas;buenos_aires;3;9.0;26/02/2018;7800000.0;microempresarial
femenino;comercio;variedades;olaya_herrera;1;7.0;19/01/2017;4000000.0;microempresarial
femenino;servicio;peluqueria;tejelo;3;5.0;3/01/2018;7000000.0;microempresarial
femenino;comercio;comidas rapidas;campo_valdes_no._1;3;4.0;28/06/2017;7370000.0;microempresarial
femenino;industria;fabrica de;manrique_central_no._2;2;3.0;13/09/2016;6890000.0;microempresarial
masculino;comercio;miscelanea;aranjuez;2;4.0;18/09/2018;5500000.0;microempresarial
femenino;comercio;variedades;cabecera_san_antonio_;2;80.0;7/06/2019;6300000.0;microempresarial
masculino;comercio;panaderia;robledo;2;7.0;31/08/2016;6890000.0;microempresarial
femenino;industria;fabrica de;manrique_central_no._1;2;4.0;24/10/2017;7000000.0;microempresarial
femenino;comercio;comidas rapidas;carpinelo;1;1.0;5/06/2018;3000000.0;microempresarial
femenino;servicio;peluqueria;doce_de_octubre_no.1;2;6.0;13/09/2017;7370000.0;microempresarial
femenino;industria;fabrica de;belen;3;16.0;16/03/2016;5000000.0;microempresarial
femenino;industria;reciclaje;santo_domingo_savio_;1;1.0;14/03/2018;7800000.0;microempresarial
masculino;servicio;recreativo educativo;campo_valdes_no._1;3;4.0;25/05/2018;3000000.0;microempresarial
masculino;servicio;restaurante;belen;3;16.0;13/03/2018;7500000.0;microempresarial
masculino;servicio;tienda;cabecera_san_antonio_;2;80.0;6/05/2019;8000000.0;microempresarial
masculino;comercio;legumbreria;las_granjas;2;3.0;18/02/2019;8281160.0;microempresarial
femenino;comercio;almacen de ropa en;manrique_oriental;2;3.0;17/01/2018;7800000.0;microempresarial
masculino;comercio;variedades;trinidad;3;15.0;11/12/2017;20000000.0;empresarial ed.
femenino;industria;fabrica de;doce_de_octubre_no.1;2;6.0;24/08/2017;7300000.0;microempresarial
femenino;comercio;distribuidora de;robledo;2;7.0;12/08/2016;5000000.0;microempresarial
masculino;comercio;tienda;barrio_caicedo;2;9.0;30/10/2018;7000000.0;microempresarial
femenino;comercio;ferreteria;castilla;2;5.0;2/02/2017;7377000.0;microempresarial
femenino;servicio;peluqueria;robledo;2;7.0;2/02/2018;7000000.0;microempresarial
masculino;comercio;almacen de ropa en;belen;3;16.0;10/02/2017;1500000.0;microempresarial
femenino;industria;fabrica de;manrique_oriental;1;3.0;6/01/2017;7000000.0;microempresarial
femenino;servicio;fabrica de;santander;2;6.0;6/02/2017;3600000.0;microempresarial
femenino;industria;fabrica de;popular;2;1.0;1/06/2018;4000000.0;microempresarial
masculino;servicio;tienda;andalucia;2;2.0;13/02/2018;6500000.0;microempresarial
masculino;servicio;barberia;villa_del_socorro;2;2.0;8/08/2017;7000000.0;microempresarial
femenino;comercio;comidas rapidas;belencito;1;13.0;27/02/2018;1000000.0;microempresarial
femenino;industria;fabrica de alimentos;belen;3;16.0;31/10/2017;730000.0;microempresarial
masculino;comercio;productos de mar;cabecera_san_antonio_;3;80.0;21/09/2017;2000000.0;microempresarial
masculino;comercio;mantenimiento en;cabecera_san_cristobal;2;60.0;27/03/2017;4000000.0;microempresarial
masculino;comercio;tienda;laureles;1;8.0;6/03/2019;8000000.0;microempresarial
femenino;comercio;almacen de ropa en;san_javier_no.1;3;13.0;4/05/2018;7000000.0;microempresarial
femenino;comercio;legumbreria;campo_valdes_no._2;2;3.0;7/06/2019;1000000.0;credioportuno
femenino;agropecuaria;criadero de animales;cabecera_san_cristobal;2;60.0;6/07/2017;7000000.0;microempresarial
femenino;industria;fabrica de;enciso;1;8.0;7/06/2017;7300000.0;microempresarial
femenino;industria;fabrica de;popular;2;1.0;1/08/2018;5000000.0;microempresarial
femenino;industria;fabrica de;barrio_caicedo;3;9.0;4/04/2017;7300000.0;microempresarial
femenino;servicio;restaurante;popular;2;1.0;31/05/2016;6890000.0;microempresarial
masculino;industria;fabrica de;campo_valdes_no._1;3;4.0;4/04/2018;3500000.0;microempresarial
femenino;comercio;variedades;la_pradera;3;13.0;13/09/2017;4400000.0;credioportuno
femenino;servicio;restaurante;campo_valdes_no._2;2;3.0;17/03/2017;7300000.0;microempresarial
masculino;industria;fabrica de;boyaca;3;5.0;1/09/2017;5000000.0;microempresarial
femenino;comercio;comidas rapidas;pedregal;2;6.0;8/09/2017;7000000.0;microempresarial
masculino;comercio;variedades;manrique_central_no._1;1;4.0;14/11/2018;7800000.0;microempresarial
femenino;industria;fabrica de muebles;20_de_julio;1;13.0;23/05/2018;7300000.0;microempresarial
femenino;comercio;almacen de ropa en;popular;2;1.0;24/10/2018;3400000.0;microempresarial
masculino;industria;fabrica de repuestos;san_javier_no.1;2;90.0;1/06/2018;2000000.0;microempresarial
masculino;servicio;mantenimiento en;manrique_central_no._2;3;3.0;10/04/2018;3500000.0;microempresarial
femenino;comercio;distribuidora de;barrio_caicedo;2;9.0;22/06/2017;7000000.0;microempresarial
masculino;comercio;fabrica de alimentos;manrique_oriental;2;3.0;29/08/2016;4000000.0;microempresarial
femenino;servicio;barberia;manrique_central_no._1;2;4.0;11/10/2018;3000000.0;microempresarial
masculino;comercio;restaurante;guayabal;3;15.0;12/03/2018;7000000.0;microempresarial
masculino;comercio;fabrica de;robledo;2;7.0;4/12/2018;7000000.0;microempresarial
femenino;comercio;fabrica de;la_floresta;3;12.0;9/02/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;bosques_de_san_pablo;2;7.0;31/01/2017;7377000.0;microempresarial
femenino;comercio;comidas rapidas;santo_domingo_savio_;1;1.0;14/03/2018;1000000.0;microempresarial
femenino;comercio;restaurante;belen;2;16.0;17/03/2017;6000000.0;microempresarial
femenino;industria;fabrica de;san_javier_no.1;2;13.0;19/01/2018;4000000.0;microempresarial
femenino;comercio;variedades;manrique_central_no._2;2;3.0;12/12/2017;7000000.0;microempresarial
femenino;industria;fabrica de;cabecera_san_cristobal;2;60.0;26/09/2017;5250000.0;microempresarial
femenino;comercio;tienda;versalles_no._1;1;3.0;30/11/2017;4000000.0;microempresarial
femenino;industria;fabrica de productos;campo_valdes_no._1;3;4.0;10/08/2018;7800000.0;microempresarial
femenino;servicio;peluqueria;robledo;1;7.0;25/04/2018;7800000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7.0;6/06/2018;7000000.0;microempresarial
femenino;comercio;comidas rapidas;manrique_central_no._1;3;4.0;21/08/2018;7800000.0;microempresarial
femenino;comercio;variedades;tricentenario;3;5.0;15/04/2016;6890000.0;microempresarial
femenino;comercio;almacen de ropa en;cabecera_san_antonio_;3;80.0;22/02/2017;7000000.0;microempresarial
femenino;servicio;variedades;santa_cruz;2;2.0;16/02/2018;7000000.0;microempresarial
masculino;comercio;variedades;belen;2;16.0;21/04/2016;6500000.0;microempresarial
masculino;comercio;tienda;belen;2;16.0;4/02/2019;5000000.0;microempresarial
femenino;comercio;variedades;enciso;2;8.0;11/04/2018;6000000.0;microempresarial
masculino;servicio;mantenimiento en;barrio_caicedo;1;9.0;17/05/2018;7800000.0;microempresarial
femenino;comercio;fabrica de alimentos;san_javier_no.1;2;13.0;2/05/2017;5000000.0;microempresarial
